video_name,frame,label,body_side,visibility,shoulder_x,shoulder_y,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y
good_form_no_bar.mp4,0,good,right,0.9888651669025421,0.3956892788410187,0.3005315065383911,0.3839315176010132,0.5275494456291199,0.39455723762512207,0.7070336937904358,0.3828859329223633,0.8864060640335083
good_form_no_bar.mp4,1,good,right,0.9886537790298462,0.39584609866142273,0.3011667728424072,0.38233283162117004,0.5279440879821777,0.3961041271686554,0.707025408744812,0.3835350573062897,0.8865155577659607
good_form_no_bar.mp4,2,good,right,0.9886256754398346,0.39737820625305176,0.3028016686439514,0.379892498254776,0.5279438495635986,0.4001697599887848,0.7060175538063049,0.3843190670013428,0.8867120146751404
good_form_no_bar.mp4,3,good,right,0.988885834813118,0.4021240472793579,0.31180769205093384,0.3782525062561035,0.5335281491279602,0.40543270111083984,0.706257700920105,0.3844395875930786,0.889220118522644
good_form_no_bar.mp4,4,good,right,0.9889397174119949,0.4065365493297577,0.32593727111816406,0.37471961975097656,0.5424601435661316,0.41108182072639465,0.7096011638641357,0.38443854451179504,0.8899286985397339
good_form_no_bar.mp4,5,good,right,0.9895682632923126,0.4079419672489166,0.34111177921295166,0.3699636459350586,0.5554015040397644,0.41488873958587646,0.7154590487480164,0.384503036737442,0.8904587626457214
good_form_no_bar.mp4,6,good,right,0.9902964383363724,0.40932992100715637,0.35763224959373474,0.365297794342041,0.570663332939148,0.420348197221756,0.7192986607551575,0.38538482785224915,0.891299843788147
good_form_no_bar.mp4,7,good,right,0.9911060929298401,0.41098344326019287,0.379154771566391,0.3604220151901245,0.5859798789024353,0.4254028797149658,0.725761353969574,0.38536933064460754,0.8922272324562073
good_form_no_bar.mp4,8,good,right,0.9917739480733871,0.4137720763683319,0.39426976442337036,0.35832837224006653,0.599433958530426,0.4288424551486969,0.7310550212860107,0.3853023052215576,0.8935601711273193
good_form_no_bar.mp4,9,good,right,0.9924489110708237,0.4172598123550415,0.4224441647529602,0.3558149039745331,0.6193705201148987,0.4328962564468384,0.7332026362419128,0.3850330114364624,0.8953384757041931
good_form_no_bar.mp4,10,good,right,0.9930121153593063,0.4183746576309204,0.44890454411506653,0.35423779487609863,0.6393471360206604,0.43772539496421814,0.7378392815589905,0.3850376605987549,0.8952203392982483
good_form_no_bar.mp4,11,good,right,0.9932879358530045,0.4209987223148346,0.47351905703544617,0.35268619656562805,0.6538247466087341,0.44107726216316223,0.7416462302207947,0.38497447967529297,0.8950989246368408
good_form_no_bar.mp4,12,good,right,0.9934445917606354,0.42470455169677734,0.49590060114860535,0.3529455363750458,0.6745036840438843,0.4439506530761719,0.7457398176193237,0.3849879801273346,0.8935002684593201
good_form_no_bar.mp4,13,good,right,0.9934029132127762,0.425830215215683,0.5203834176063538,0.35196688771247864,0.6951636672019958,0.44461938738822937,0.7475040555000305,0.3846135139465332,0.8935390710830688
good_form_no_bar.mp4,14,good,right,0.9936903715133667,0.42756617069244385,0.5390089154243469,0.3522160053253174,0.7101702690124512,0.44564691185951233,0.7490807771682739,0.3857068121433258,0.8928280472755432
good_form_no_bar.mp4,15,good,right,0.9939372837543488,0.427651047706604,0.5541942119598389,0.35121580958366394,0.72404944896698,0.4468329846858978,0.7493829131126404,0.3867211639881134,0.8912352323532104
good_form_no_bar.mp4,16,good,right,0.9940624535083771,0.43418237566947937,0.5752301812171936,0.3516416549682617,0.7356554865837097,0.44787654280662537,0.7496417760848999,0.3884666860103607,0.8911098837852478
good_form_no_bar.mp4,17,good,right,0.9941599071025848,0.4411212205886841,0.5978298783302307,0.35339927673339844,0.7528519034385681,0.449255108833313,0.7545886039733887,0.3890783488750458,0.8911865949630737
good_form_no_bar.mp4,18,good,right,0.9940595924854279,0.4415779411792755,0.606515109539032,0.3536876142024994,0.7666861414909363,0.44919729232788086,0.756537914276123,0.3889807462692261,0.8907884955406189
good_form_no_bar.mp4,19,good,right,0.9939993470907211,0.43988266587257385,0.6143707633018494,0.3537173271179199,0.7788621187210083,0.4489024579524994,0.7566444873809814,0.3882354497909546,0.889846682548523
good_form_no_bar.mp4,20,good,right,0.9938467144966125,0.4384583532810211,0.6163992881774902,0.3537791967391968,0.7809069156646729,0.44828876852989197,0.7557480931282043,0.3877682685852051,0.8887501955032349
good_form_no_bar.mp4,21,good,right,0.9936177432537079,0.43807879090309143,0.6203609704971313,0.35371336340904236,0.7851256132125854,0.44839081168174744,0.7552204728126526,0.38771307468414307,0.88861083984375
good_form_no_bar.mp4,22,good,right,0.9935060888528824,0.4380875527858734,0.6204091310501099,0.3539230525493622,0.7866190671920776,0.44905033707618713,0.7551239728927612,0.3879867494106293,0.8878383040428162
good_form_no_bar.mp4,23,good,right,0.9933745414018631,0.4383472204208374,0.6192198991775513,0.35431066155433655,0.7867260575294495,0.44960543513298035,0.7551528811454773,0.388561874628067,0.887663722038269
good_form_no_bar.mp4,24,good,right,0.9930554032325745,0.438620924949646,0.6158041954040527,0.3544985055923462,0.7841162085533142,0.44966408610343933,0.7550133466720581,0.3885210454463959,0.8878477811813354
good_form_no_bar.mp4,25,good,right,0.9929162263870239,0.43841663002967834,0.6122183203697205,0.35456860065460205,0.7800809144973755,0.44965246319770813,0.7549000978469849,0.3885047435760498,0.8879489302635193
